Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
2012-12-20,81.03752136230469,115.04293823242188,84.30804443359375,18.086421966552734,17.670000076293945,81.21871617265411,115.05879649012958,84.80303024530693,18.119838754082686,17.959999084472656,80.99977676340393,114.13921108398573,84.0919252912943,18.05300677242291,17.110000610351562,81.09791963242117,114.45631575660762,84.55902390417216,18.0613609693054,17.260000228881836,377100,168487000,4567900,1931100,0
2012-12-21,81.25651550292969,113.9986572265625,85.22834014892578,18.178316116333008,17.84000015258789,81.39240882227642,115.03653529406722,85.35382994227082,18.195024509709622,19.93000030517578,81.24141880518002,113.32005354626448,85.01918872037011,18.13654513289147,17.760000228881836,81.33956174030268,113.5036742853926,85.2701683070602,18.13654513289147,19.850000381469727,499200,245883800,6087700,2173500,0
2012-12-24,81.17340850830078,113.6473617553711,85.07492065429688,18.178316116333008,17.84000015258789,81.218710087442,113.81501172964259,85.10978098129287,18.20337870639793,18.65999984741211,81.15831182185079,113.51962032024461,84.96337718200006,18.153253526268085,17.84000015258789,81.1960621778192,113.75114101207934,85.05400658567491,18.153253526268085,18.459999084472656,903400,53874600,1071100,526000,0
2012-12-26,81.34050750732422,113.1683578491211,85.38096618652344,18.178316116333008,19.479999542236328,81.37831096252764,113.93479441584053,85.38795466505546,18.186670313021313,19.6299991607666,81.25735028827208,112.84901638587729,85.10847416089399,18.128192529603254,18.610000610351562,81.26490636491481,113.87890295962009,85.20629153775343,18.1699619196447,18.709999084472656,780000,106947700,2247800,424400,0
2012-12-27,81.50682830810547,113.01667022705078,85.66741943359375,18.178316116333008,19.469999313354492,81.66559242748752,113.43182388903817,86.14253460420363,18.220085506374453,20.899999618530273,81.28758097143584,111.70735069194876,85.122435482439,18.128192529603254,19.110000610351562,81.30270465975626,113.20029096554475,85.1573672073883,18.13654513289147,19.389999389648438,446700,167920600,4262700,442300,0
2012-12-28,81.69583129882812,111.79517364501953,86.15656280517578,18.195026397705078,22.719999313354492,81.70339314273497,112.90490173533493,86.17752292003867,18.203380595260253,23.229999542236328,81.57487063630298,111.66743218000995,85.78625322753217,18.178318002594725,19.940000534057617,81.65803361528765,112.28217732103401,86.03778526718628,18.195026397705078,20.31999969482422,552200,148806700,3928200,408400,0
2012-12-31,81.2649154663086,113.6952896118164,84.66832733154297,18.2200870513916,18.020000457763672,81.6202472202259,113.81503962278656,85.91899891974198,18.236795446185045,22.719999313354492,81.23467385235838,111.40397121778147,84.47968098646957,18.18667185520494,17.8799991607666,81.58244952878671,111.49978340865434,85.84913010047958,18.18667185520494,22.139999389648438,1742800,243935200,6423000,340800,0
2013-01-02,80.89445495605469,116.60933685302734,83.53636169433594,18.22844123840332,14.680000305175781,81.00785955118133,116.68118686984265,83.77392187306313,18.25350383057921,15.930000305175781,80.85665150168003,115.54750860350693,83.43156122056108,18.14490085788392,14.600000381469727,80.89445495605469,115.85089158396947,83.67610454377683,18.161609252667844,15.239999771118164,2561300,192059000,7472700,898700,0
2013-01-03,80.4786605834961,116.34585571289062,82.4045181274414,18.370460510253906,14.5600004196167,80.932279079853,116.85680938630999,83.48749780554547,18.378814708147466,14.920000076293945,80.47110450508926,116.03449350849596,82.3765695425639,18.286920124718627,14.239999771118164,80.91715538704176,116.55343863721808,83.4106405297942,18.295274322612187,14.770000457763672,2131900,144761800,10004300,1314200,0
2013-01-04,80.51643371582031,116.8568115234375,82.72589874267578,18.370460510253906,13.829999923706055,80.51643371582031,117.04842372276025,82.75384732075756,18.420584104214946,14.3100004196167,80.29718639664111,116.29795783636709,81.99925170448803,18.362106312360346,13.640000343322754,80.39546729089525,116.53747003999634,82.2088633747783,18.403877301828146,14.229999542236328,975400,116817700,9574600,1087600,0
2013-01-07,80.56179809570312,116.53743743896484,82.76083374023438,18.311981201171875,13.789999961853027,80.5920397037567,116.64920814511139,82.95647379454384,18.387167382584092,14.529999732971191,80.45595535151408,116.10631315661873,82.44642155301112,18.311981201171875,13.710000038146973,80.51643856762124,116.44163745715163,82.70494191250667,18.370458988181333,14.529999732971191,1387400,110002500,4193100,1973600,0
2013-01-08,80.7584228515625,116.20216369628906,83.30585479736328,18.33704376220703,13.619999885559082,80.77354078229628,116.48957591873993,83.34777501680205,18.37045895755665,14.289999961853027,80.66014188179034,115.74708926820131,83.01938574946918,18.33704376220703,13.619999885559082,80.67525981252412,116.32990516895552,83.17310032827592,18.345396365994294,13.880000114440918,364200,121265100,4380900,1172100,0
2013-01-09,80.80374908447266,116.49755096435547,83.22896575927734,18.395523071289062,13.8100004196167,80.8793560109608,116.81690463443105,83.5224178447048,18.41223146704653,13.930000305175781,80.69790630898765,116.27400948635099,83.05429113738295,18.37046047765286,13.220000267028809,80.78106931372568,116.4576302328339,83.31979464362972,18.395523071289062,13.319999694824219,517700,90745600,3870300,832400,0
2013-01-10,80.56938934326172,117.42362213134766,82.99840545654297,18.211732864379883,13.489999771118164,80.72059167071346,117.4316014023531,83.35474322706509,18.278564850191543,13.880000114440918,80.53914772417156,116.537435766017,82.697964852112,18.186671865575654,13.329999923706055,80.57695119003402,117.14418927894604,82.88661112436067,18.270212246190287,13.329999923706055,689100,130735400,5602800,2258100,0
2013-01-11,80.82640838623047,117.4156265258789,83.7390365600586,18.161609649658203,13.359999656677246,80.82640838623047,117.47948504922502,83.74602503950912,18.17831804480735,13.789999961853027,80.41815534131153,117.04837301513585,82.69098852969329,18.128194452760162,13.220000267028809,80.44839694849036,117.39166435200981,82.80976602711252,18.136547056934475,13.550000190734863,553900,113917300,4770700,1126900,0
2013-01-14,80.7961654663086,117.33583068847656,83.5084457397461,18.136547088623047,13.520000457763672,80.93980588807821,117.41567214681814,84.0394581137259,18.169963878979733,13.850000381469727,80.78104177896651,116.90470630478596,83.40364522504005,18.11984028684497,13.40999984741211,80.90956428139074,117.27195995822255,83.8717719595495,18.15325548380139,13.65999984741211,971700,89567200,3064600,879800,0
2013-01-15,80.99278259277344,117.4156265258789,83.8927001953125,18.18667221069336,13.550000190734863,81.09862540449399,117.52739721487177,84.33287818181367,18.220087407533175,13.989999771118164,80.96254096542462,116.72104021805269,83.82283143516632,18.144901222893264,13.329999923706055,81.06082769630844,116.79289019338565,84.26999789687552,18.169963815573322,13.970000267028809,428800,93172600,5357800,1684000,0
2013-01-16,81.09859466552734,117.39970397949219,84.06739044189453,18.203378677368164,13.420000076293945,81.15151605132873,117.58332471916758,84.3189222898542,18.220085477318044,13.760000228881836,81.00787558586696,117.04842104648084,83.85079564584704,18.186670284018195,13.199999809265137,81.12128020344089,117.17616250977522,84.28398523794203,18.195024480693178,13.699999809265137,534000,104849500,4286100,1140900,0
2013-01-17,80.72811126708984,118.15814971923828,83.22896575927734,18.169963836669922,13.569999694824219,80.82639791969268,118.49346192550887,83.52940632216158,18.203380626948796,13.699999809265137,80.64494830011638,117.47953385139054,82.97044539984093,18.161609639100202,13.15999984741211,80.7734707879859,117.91863751987458,83.37569180199108,18.18667223180936,13.449999809265137,436100,133833500,7019200,416900,0
2013-01-18,80.95497131347656,118.42163848876953,83.87177276611328,18.253503799438477,12.460000038146973,80.99276901532579,118.5493799813691,83.99055023768686,18.303627390304513,13.529999732971191,80.84156667192956,117.70310172947138,83.46652633653035,18.236795404683054,12.289999961853027,80.86424644663902,118.13422622147012,83.54338360181838,18.245149602060764,13.520000457763672,560100,169906000,4660000,722800,0
2013-01-22,81.02297973632812,119.0603256225586,84.03248596191406,18.23679542541504,12.430000305175781,81.0607831917592,119.0603256225586,84.05345139957522,18.26185801757666,13.319999694824219,80.7810526183627,118.14219741218689,83.4106445774938,18.220087030640624,12.430000305175781,80.79617630773411,118.42163038536489,83.52942740164931,18.23679542541504,13.279999732971191,595400,111797300,3874100,747900,0
2013-01-23,81.06080627441406,119.2519302368164,83.90668487548828,18.23679542541504,12.460000038146973,81.1590872113246,119.35572171919168,84.24905091559118,18.27856481895085,12.670000076293945,81.0078848825393,118.84476794627308,83.80886752992903,18.203380229266436,12.300000190734863,81.08348604693195,119.06033018578371,84.08135946836487,18.211732833253414,12.670000076293945,603600,104596100,2848800,748300,0
2013-01-24,80.92467498779297,119.2837905883789,83.61325073242188,18.23679542541504,12.6899995803833,81.01539979330244,119.86659398413481,83.82286242098984,18.27021221496387,13.5,80.82639410782123,118.96443708364987,83.32678711073545,18.220087030640624,12.399999618530273,81.0002761083863,119.07620776478238,83.75299363501608,18.26185801757666,12.729999542236328,376300,146426400,4178900,255600,0
2013-01-25,80.38794708251953,119.9544677734375,82.46739196777344,18.195026397705078,12.890000343322754,80.6147505784534,119.9544677734375,82.8656499423624,18.21173319941517,12.989999771118164,80.33502569000171,119.25190193413101,82.28572884566267,18.178318002594725,12.5,80.53914941314211,119.65907631013636,82.73988398561603,18.203380595260253,12.630000114440918,570600,147211600,8750700,996000,0
2013-01-28,80.22157287597656,119.810791015625,82.16696166992188,18.203378677368164,13.569999694824219,80.24425263514829,120.01836178928687,82.25080742848165,18.220085477318044,13.90999984741211,80.0552469513896,119.36369582434826,81.7477435384185,18.195024480693178,13.289999961853027,80.0552469513896,119.98642032743221,81.76171516618793,18.195024480693178,13.289999961853027,1328000,113357700,6059900,191200,0
2013-01-29,80.10066223144531,120.2817611694336,81.71278381347656,18.15325164794922,13.3100004196167,80.38039291461988,120.43345257872157,82.50231649502332,18.18666843124481,13.880000114440918,80.08554430413845,119.49137485992406,81.65689198725035,18.136543256301422,13.039999961853027,80.25187034451253,119.57121629073625,82.18091583897588,18.178314235420913,13.869999885559082,480600,105694400,5553900,890800,0
2013-01-30,80.14601135253906,119.810791015625,81.57305145263672,18.078067779541016,14.319999694824219,80.16112927679072,120.50536553473441,81.71977750079684,18.111484567089214,14.329999923706055,79.92676395889943,119.69900808123205,81.16082188837446,18.053006782279997,13.600000381469727,80.0401685787818,120.26585329921788,81.51715429220049,18.103130370202162,13.640000343322754,453200,137447700,9586800,2960500,0
2013-01-31,80.21406555175781,119.51537322998047,81.97130584716797,18.061363220214844,14.279999732971191,80.22162739928643,120.05826837865317,81.9852774713495,18.08642422058542,14.430000305175781,80.08554298376943,119.43554394894709,81.43331036051376,18.044654824367573,14.039999961853027,80.22162739928643,119.66706470066985,81.7686826473343,18.078070022661787,14.430000305175781,902500,108975800,6789200,1539900,0
2013-02-01,79.94152069091797,120.7448501586914,80.90690612792969,18.044652938842773,12.899999618530273,80.56985032642473,120.88855015788145,82.5244823279293,18.07806813364536,13.380000114440918,79.9112391183565,120.06623434359474,80.88589947740786,17.986175152888123,12.720000267028809,80.55471242795369,120.27380506978999,82.44045572584197,18.036298741792084,13.369999885559082,2587800,131173000,10928600,1045700,0
2013-02-04,80.40326690673828,119.38764953613281,81.94332122802734,18.136547088623047,14.670000076293945,80.44868635649772,120.7688315249149,82.1253878762951,18.15325548380139,14.75,80.16102021532684,119.2998287864536,81.5231719448993,18.094777694077454,13.800000190734863,80.19130177370536,120.01038624064826,81.64221326232945,18.11984028684497,14.0,693400,159073600,9291900,846700,0
2013-02-05,80.1156234741211,120.59318542480469,81.21504211425781,18.128192901611328,13.720000267028809,80.15347110110952,120.9364769536637,81.53015265094493,18.195024883089154,14.210000038146973,80.0399224445259,119.98641947486114,81.13101014464758,18.11148450789184,13.390000343322754,80.10047980283105,120.03433166730267,81.41811002479794,18.178316489369667,14.210000038146973,797700,113912400,6676500,594500,0
2013-02-06,80.35789489746094,120.68098449707031,81.8802490234375,18.18667221069336,13.40999984741211,80.39574253606548,120.76081377260586,81.90825967011496,18.203380605813397,14.079999923706055,80.20648701618244,120.08221011112148,81.26403082398697,18.169963815573322,13.34000015258789,80.28975990698059,120.17003084167783,81.59314390185689,18.195026408253376,14.0600004196167,816800,138762800,5892000,738700,0
2013-02-07,80.39576721191406,120.52130126953125,81.69818115234375,18.28691864013672,13.5,80.58502278988526,120.83266343066207,82.34240998791361,18.311981231782752,14.40999984741211,80.35034772139998,119.64309405501109,81.66317185143411,18.23679505024485,13.430000305175781,80.35791956169295,120.72089271082267,81.76820509664752,18.245149247460194,13.470000267028809,970000,162490000,5951700,1216100,0
2013-02-08,80.45629119873047,121.19194793701172,82.01334381103516,18.295272827148438,13.020000457763672,80.48657276953259,121.2637979454234,82.04135447327019,18.31198122156981,13.199999809265137,80.22161624453794,120.72889424597467,81.39012126814653,18.261857631705894,12.890000343322754,80.41087173033684,120.72889424597467,81.78926385564247,18.27856443272707,13.199999809265137,952800,103133700,5603400,900500,0
2013-02-11,80.37300872802734,121.16796112060547,81.95030212402344,18.311981201171875,12.9399995803833,80.47899132537303,121.27174037385949,82.19538869153902,18.33704379277601,13.420000076293945,80.37300872802734,120.8645782678014,81.8732741538776,18.28691860956774,12.90999984741211,80.39571845951308,121.14401112507814,81.96431012358804,18.311981201171875,13.369999885559082,558800,73775000,3679900,1008700,0
2013-02-12,80.28974914550781,121.3675308227539,81.74722290039062,18.27021026611328,12.640000343322754,80.37302202514464,121.5910721957415,81.94329214008454,18.311979655193625,13.130000114440918,80.2291917767332,121.0401980329895,81.55115366069671,18.228439283632877,12.630000114440918,80.2519015119761,121.17591871072545,81.71221358900877,18.303625458697546,12.819999694824219,531500,65392700,4513700,487100,0
2013-02-13,80.00963592529297,121.47136688232422,81.08206939697266,18.278564453125,12.979999542236328,80.14590008037746,121.83862055665897,81.41818690783583,18.286918650345008,13.1899995803833,79.97178252502917,121.12807539253242,80.91401064154105,18.23679506042516,12.670000076293945,80.03234565520405,121.6150790790976,81.08907340334233,18.25350345486517,12.880000114440918,610700,82322600,6586400,224900,0
2013-02-14,80.35029602050781,121.58311462402344,81.8172378540039,18.328689575195312,12.65999984741211,80.35786785592875,121.72682679361408,81.95729111156368,18.37045896775557,13.319999694824219,80.10047743218078,120.96838176805298,81.22202620121003,18.32033537800322,12.640000343322754,80.20646002560107,121.10410248360857,81.43210341630693,18.36210477056348,13.300000190734863,988000,80834300,7096000,621700,0
2013-02-15,80.27462005615234,121.43939971923828,81.5791244506836,18.345396041870117,12.460000038146973,80.32003953162223,121.82261182091634,81.74718295365658,18.37881283002952,12.890000343322754,80.13078401633771,120.99231690359838,81.27801673901178,18.345396041870117,12.239999771118164,80.27462005615234,121.69487039299263,81.69116701432124,18.362104435949817,12.470000267028809,681700,215226500,5861800,1042200,0
2013-02-19,80.14593505859375,122.34955596923828,81.17304229736328,18.353750228881836,12.3100004196167,80.40331981074085,122.37350596810674,81.85929018556624,18.38716701702298,12.850000381469727,80.13836322011281,121.47934019143068,81.117020971288,18.345396031846548,12.079999923706055,80.38818190939946,121.64699018350991,81.83127952252859,18.378812819987694,12.8100004196167,498800,95105400,7383600,522300,0
2013-02-20,80.32003784179688,120.82466125488281,81.41812896728516,18.48741340637207,14.680000305175781,80.33518151704823,122.3016426622147,81.48815829616308,18.504121799730225,14.680000305175781,80.08536285597972,120.76079053748586,80.92795572006604,18.378812036344257,12.319999694824219,80.11564443086256,122.2617219410799,81.0119877092269,18.378812036344257,12.319999694824219,869900,160574800,9603900,1373200,0
2013-02-21,80.4789810180664,120.09016418457031,81.89427947998047,18.562602996826172,15.220000267028809,80.62281699987886,120.88852986497466,82.14637004318196,18.587665591472522,16.209999084472656,80.45627128948921,119.70695206896241,81.74722754186067,18.51247940093386,14.670000076293945,80.49412468752963,120.52128847396102,81.85927016661084,18.545896193795656,14.680000305175781,681000,183257000,8297400,1818900,0
2013-02-22,80.57740783691406,121.26378631591797,81.95030212402344,18.570953369140625,14.170000076293945,80.6076894040915,121.26378631591795,82.1673780348963,18.61272435161241,15.020000457763672,80.49413497108068,120.14607901860369,81.8452634972349,18.562599172646266,14.15999984741211,80.50170103116126,120.6729912118542,81.9152928100849,18.57930756563498,14.600000381469727,412800,106356600,5316900,437100,0
2013-02-25,81.19815826416016,118.95650482177734,83.56088256835938,18.646141052246094,18.989999771118164,81.19815826416016,122.03819731316895,83.57488522584194,18.679557840926194,19.280000686645508,80.36543545590796,118.95650482177734,81.43212068440559,18.512477084326065,13.569999694824219,80.37300151531197,121.85457658919587,81.47413399933991,18.52083128149609,13.6899995803833,2909000,245824800,15948700,3314000,0
2013-02-26,81.04678344726562,119.77088165283203,83.07771301269531,18.66284942626953,16.8700008392334,81.28903028605725,119.91458169852874,83.79897012184966,18.67955782059139,18.229999542236328,80.98622606928288,118.74098259694097,83.04269835317857,18.59601744238227,16.75,81.04678344726562,119.53136939457134,83.14073833132804,18.63778683478674,17.5,860900,186596200,9822100,988300,0
2013-02-27,81.00894927978516,121.27974700927734,82.83258819580078,18.587663650512695,14.729999542236328,81.28147774069981,121.61505917072884,83.70790085488758,18.637787241171004,16.600000381469727,80.9408142767459,119.56325329501755,82.6295150177945,18.579309453169607,14.420000076293945,81.25876222260594,119.66704474335785,83.67288621153031,18.62108043988505,16.56999969482422,398800,150781900,7459600,1192500,0
2013-02-28,81.12250518798828,121.04027557373047,82.9866943359375,18.687911987304688,15.510000228881836,81.13007125186418,122.04621239659726,83.09173298713698,18.696264591051825,15.600000381469727,80.99380701902126,120.88060480246416,82.61556239852203,18.612725806378997,14.15999984741211,81.09222360562083,121.27179636475176,82.93067300963274,18.629432607273454,15.0,534400,126866000,6023400,1144000,0
2013-03-01,81.32482147216797,121.43939971923828,83.43861389160156,18.746389389038086,15.359999656677246,81.34755814785589,121.62302040807045,83.65615608055784,18.813221371444275,16.81999969482422,81.1808148161832,120.08218054830483,83.18598183489527,18.73803519206229,15.140000343322754,81.24144980633162,120.62506334384098,83.3965049795091,18.771450386565313,16.100000381469727,876500,170634800,7786800,3861200,0
2013-03-04,81.13536834716797,122.0860824584961,82.99653625488281,18.738037109375,14.010000228881836,81.29453091218929,122.0860824584961,83.48776781787801,18.77980650512774,16.15999984741211,81.13536834716797,120.96837534147957,82.98952256187104,18.72132871371378,14.010000228881836,81.26421340707006,121.15997531462874,83.36145174213229,18.77145230729713,16.15999984741211,572600,99010200,4511400,1776600,0
2013-03-05,81.05197143554688,123.17990112304688,82.75789642333984,18.71297264099121,13.479999542236328,81.10502560738026,123.50723415018012,82.94736775517836,18.746389428965553,13.65999984741211,80.96101894848775,122.66096802703561,82.5824578237274,18.67955744641702,13.239999771118164,81.0747081116939,122.67693876014211,82.85614161080592,18.687911643410605,13.4399995803833,224700,121431900,6539300,730500,0
2013-03-06,80.79425811767578,123.34747314453125,82.00704193115234,18.788158416748047,13.529999732971191,80.9306839274863,123.68278520190816,82.45616444106753,18.80486681037613,13.770000457763672,80.79425811767578,123.07603179076294,82.00002288613292,18.738034829263913,13.170000076293945,80.80941975347127,123.61891449829955,82.1824805788993,18.738034829263913,13.180000305175781,1091700,94469900,6514900,1083300,0
2013-03-07,80.48358154296875,123.5710220336914,81.37545776367188,18.704618453979492,13.0600004196167,80.66548084793854,123.73069271138114,81.76142491149503,18.72132684797558,13.5600004196167,80.46841989444438,123.36345137090393,81.34037324820946,18.671203259387468,13.029999732971191,80.65032498188883,123.50715132619715,81.69125052660783,18.712972650977537,13.449999809265137,804500,86101400,8526700,633800,0
2013-03-08,80.07426452636719,124.09796905517578,80.52632141113281,18.846637725830078,12.59000015258789,80.2182654219274,124.26561903384817,80.95439204477253,18.880054515789826,13.300000190734863,80.01362952693563,123.47524477020451,80.43509526201473,18.821576726760515,12.489999771118164,80.0666837058203,124.11393978050927,80.61053387075359,18.854991923320014,12.670000076293945,1651900,123477800,15423600,855600,0
2013-03-11,80.11214447021484,124.56902313232422,80.60350799560547,18.804866790771484,11.5600004196167,80.18794109882468,124.57700240530366,80.86315904195793,18.863344575008696,12.34000015258789,80.07425193838083,123.85049873709754,80.51929554312227,18.804866790771484,11.5,80.15004278451977,124.00219019838,80.78596563233857,18.85499037820336,12.3100004196167,1465800,83746800,5815800,601900,0
2013-03-12,80.33195495605469,124.28953552246094,81.18600463867188,18.7965145111084,12.270000457763672,80.3774340970657,124.62485975359075,81.25617903933339,18.821577104080642,12.930000305175781,80.22584659781536,123.9143149439886,80.86319811245802,18.771451918136155,11.739999771118164,80.23342741839585,124.48114762852214,80.8772308510049,18.771451918136155,11.789999961853027,525300,105755800,9264200,213700,0
2013-03-13,80.26373291015625,124.46521759033203,81.1017837524414,18.871700286865234,11.829999923706055,80.34710457665291,124.6408590327758,81.22108075661654,18.913469680845097,12.550000190734863,80.12730707247725,123.9303139909241,80.72283560332949,18.846637694437174,11.789999961853027,80.18794206310591,124.35344687078552,80.87020343565695,18.854991891913194,12.180000305175781,1116500,92550900,7371500,504900,0
2013-03-14,80.28649139404297,125.12785339355469,80.85611724853516,18.7965145111084,11.300000190734863,80.34712640114176,125.18374484024717,81.15085271835487,18.905115893854237,11.75,80.08185547317521,124.47319985087654,80.6876977449181,18.771451918136155,11.050000190734863,80.10459215521912,124.79254125968141,80.76488577885799,18.8967632895971,11.699999809265137,557400,126329900,9352100,706700,0
2013-03-15,80.56690979003906,124.96261596679688,81.23506927490234,18.71297264099121,11.300000190734863,80.58206564791095,125.13101153407466,81.3192763540099,18.729681034978384,11.989999771118164,80.33195062448819,124.54561607308527,80.91226297908393,18.687911643410605,11.210000038146973,80.33195062448819,124.9786577186281,80.93331474886082,18.704618443997624,11.520000457763672,1184700,138601100,9673400,1333200,0
2013-03-18,80.83219909667969,124.27303314208984,81.85264587402344,18.82992935180664,13.359999656677246,80.86251660180575,124.81031586776976,82.02106545784069,18.838281955198823,13.640000343322754,80.71092907617543,123.65555385114753,81.50878766215762,18.763095777468266,12.569999694824219,80.85493577990603,123.76782170074814,81.9859809446082,18.821575155014344,13.470000267028809,1442000,126704300,9152200,2671100,0
2013-03-19,81.08234405517578,123.98432922363281,82.40697479248047,18.888408660888672,14.390000343322754,81.18087164628733,124.70604928779733,82.72978099924356,18.913469659888722,15.399999618530273,80.90043895738911,123.16637084431021,81.89469200207839,18.813222477088033,12.920000076293945,80.9231756489937,124.53765364975466,81.950833608635,18.821576674554798,13.029999732971191,545300,167567300,11986200,1268900,0
2013-03-20,80.77153778076172,124.85040283203125,81.48773956298828,18.846637725830078,12.670000076293945,80.96859860866597,125.05889675202332,82.09826258962964,18.854991923320014,13.180000305175781,80.7639569613309,124.50557231619722,81.45966873875754,18.78815993680077,12.300000190734863,80.87006530347836,124.71407847246606,81.9017721739767,18.796514134290707,13.180000305175781,742800,113759300,8543900,882400,0
2013-03-21,80.9837875366211,123.78387451171875,82.27369689941406,18.846637725830078,13.989999771118164,80.9913683591477,124.81032701006768,82.28071594359324,18.86334612080995,14.210000038146973,80.85494246603538,123.57538055421253,81.77545184193256,18.804868331780643,12.619999885559082,80.9837875366211,124.10463632884817,82.00703211418737,18.838283528340142,13.069999694824219,669700,128605000,6119400,337400,0
2013-03-22,81.01404571533203,124.77822875976562,82.33683776855469,18.72968101501465,13.569999694824219,81.0595190522436,124.77822875976562,82.4561347210729,18.796512997491945,13.850000381469727,80.85488325367247,124.0805529920362,81.94385169855246,18.712972621045285,13.1899995803833,81.03678238378781,124.17679130540225,82.31578599504685,18.788158800507265,13.34000015258789,297000,111163600,6323800,530700,0
2013-03-25,81.07473754882812,124.25702667236328,82.25967407226562,18.863344192504883,13.739999771118164,81.18842675331327,125.31556290033076,82.65265493023759,18.863344192504883,14.609999656677246,80.8549399621497,123.7758838529719,81.87370690535556,18.779803819545677,12.390000343322754,80.8776766465521,125.10705666594127,81.94388129371303,18.779803819545677,12.850000381469727,319500,151322300,5839800,735100,0
2013-03-26,81.15808868408203,125.25135803222656,82.35787200927734,18.854991912841797,12.770000457763672,81.18840618309491,125.28342931285917,82.74383895462334,18.88005450529768,13.210000038146973,80.8928177958089,124.63387881262972,81.95085329490512,18.821576716300864,12.6899995803833,80.9079736540795,124.77020316880213,82.01401395594335,18.8466377153565,12.949999809265137,546300,86856600,5093200,407400,0
2013-03-27,81.5067367553711,125.25135803222656,83.05963897705078,18.930177688598633,13.149999618530273,81.59768925855423,125.29145631022467,83.34735545460832,18.955240280514065,13.970000267028809,81.44610175324901,124.2970753027432,82.93332298949956,18.92182349129349,12.970000267028809,81.44610175324901,124.50556921754634,83.0175354325205,18.930177688598633,13.720000267028809,623700,99950600,7742900,1034100,0
2013-03-28,81.35518646240234,125.63624572753906,82.63864135742188,18.88005256652832,12.699999809265137,81.52951072762227,125.78059704792521,83.12284849714624,18.905113563010474,13.069999694824219,81.34003059617548,124.89848407965893,82.58249969213202,18.846635780018673,12.539999961853027,81.42340231661004,125.17113272938717,82.89127349726236,18.905113563010474,12.90999984741211,378400,102932800,5826400,773100,0
2013-04-01,81.5714340209961,125.1391372680664,83.26102447509766,18.813222885131836,13.579999923706055,81.6245599542814,125.82878630571308,83.28212194203014,18.86334647761932,14.050000190734863,81.37410664438252,124.83440492418407,82.62807363921497,18.796514489835914,13.260000228881836,81.37410664438252,125.57216701901615,82.64917110614746,18.85499227997136,13.460000038146973,2471100,99194100,6113800,404300,0
2013-04-02,81.4120864868164,125.756591796875,82.9234390258789,18.854991912841797,12.779999732971191,81.47280352040222,126.06933884287946,83.0851898196746,18.871700307812382,13.180000305175781,81.37414268354654,125.39571946694174,82.81091206882049,18.82993091378616,12.760000228881836,81.4500360803813,125.5881838938209,83.0359606173567,18.8466377153565,13.109999656677246,984900,101504300,5438000,507600,0
2013-04-03,81.75362396240234,124.48155212402344,83.6689453125,18.813222885131836,14.210000038146973,81.82951736713188,125.92500493519323,83.89399395242222,18.829931280427754,14.65999984741211,81.51835267065206,124.1527755073717,83.16258453127931,18.788160292187953,12.619999885559082,81.51835267065206,125.82877882654202,83.2047794745201,18.829931280427754,12.649999618530273,1234000,154167400,9527400,540800,0
2013-04-04,82.0799331665039,124.98677825927734,84.66759490966797,18.788158416748047,13.890000343322754,82.08752424058376,125.23537055983648,84.68166346723731,18.946884969414604,14.789999961853027,81.87501469839864,124.36929877202024,84.02058076662615,18.779804219934004,13.890000343322754,81.89778792063821,124.64194760255079,84.10497064971177,18.93853077260056,14.100000381469727,584800,131885000,9365700,1112300,0
2013-04-05,82.33797454833984,124.42533874511719,86.37654876708984,18.754743576049805,13.920000076293945,82.49735236761306,124.57770480322746,86.80554850328026,18.763096179621012,15.649999618530273,82.29243968291696,123.31067555337643,86.2429243151539,18.712972591193036,13.859999656677246,82.36833305538615,123.45501461709863,86.41874370324565,18.754743576049805,15.640000343322754,663800,159666000,18626200,493400,0
2013-04-08,82.0723876953125,125.26740264892578,85.71546173095703,18.804866790771484,13.1899995803833,82.35319968936841,125.27541741019769,86.41171033511723,18.829929381187483,14.5,82.06479661701472,124.09659898055938,85.64513505246312,18.763095806744825,13.1899995803833,82.29248264357855,124.51359905595687,86.27105161254777,18.763095806744825,14.039999961853027,858200,86571200,8020300,592600,0
2013-04-09,82.10272979736328,125.7004623413086,85.5045166015625,18.72132682800293,12.84000015258789,82.2545165911838,126.15756080505487,85.96867716157507,18.77145041653757,13.680000305175781,82.05719491727614,125.08298295978948,85.36385782157095,18.696264237035535,12.75,82.20898171109665,125.49998313502262,85.8209894667718,18.738035221981193,13.109999656677246,507800,101922200,7176100,487600,0
2013-04-10,81.76119232177734,127.2401351928711,84.33000183105469,18.738037109375,12.359999656677246,81.94333760057644,127.40051610310091,84.85745991996872,18.76309810946652,12.880000114440918,81.74601017087258,126.00518872419455,84.3229675541731,18.71297451588317,12.319999694824219,81.92057016451331,126.03726001172888,84.80822534737884,18.72132871371378,12.65999984741211,340900,135711100,10765200,1021800,0
2013-04-11,81.85223388671875,127.65714263916016,84.49171447753906,18.687911987304688,12.239999771118164,81.9433093899107,128.07414281859639,84.73786040140497,18.687911987304688,12.619999885559082,81.80669903026879,127.13588935579493,84.31589519398075,18.654495198715413,12.149999618530273,81.85223388671875,127.26419898581835,84.51281193307346,18.687911987304688,12.550000190734863,1132200,110142500,7501800,807600,0
